"","urlDrugName","condition","rating","ReviewSentiment","sideEff_num","SideEffectsSentiment","eff_num","BenefitsSentiment","full_commentSentiment"
"1505","propecia","hair loss",8,0,10,3.64974679448213,8,4.57034461482024,0
"1506","vicodin","molar extraction",7,6.66666666666667,6,3.33333333333333,10,0,5
"1507","spironolactone","hormonal acne",6,3.33333333333333,6,6,8,0,4
"1508","wellbutrin-sr","depression",10,10,10,5,10,0,6
"1509","polymyxin-b","conjunctivitis",10,5.70026541741457,10,3.64974679448213,8,5,5
"1510","metrogel","rosecea on the face",7,8.33333333333333,10,3.64974679448213,8,4,6.66666666666667
"1511","benicar-hct","high blood pressue --  diuretic",9,3.33333333333333,10,3.64974679448213,8,0,3.33333333333333
"1512","prozac","depression",10,5.38461538461538,8,3.64974679448213,10,6.66666666666667,5.55555555555556
"1513","prednisone","pneumonia with associated cough",3,2.72727272727273,4,10,8,0,3.07692307692308
"1514","renova","facial skin",10,5.70026541741457,8,0,10,4.57034461482024,0
"1515","dispermox","sinus infection",1,5.70026541741457,4,0,2,0,0
"1516","vicodin","surgery recovery",4,3.33333333333333,4,0,6,0,1.25
"1517","actonel","osteoporosis",1,6.66666666666667,4,3.64974679448213,2,6.66666666666667,6.66666666666667
"1518","propecia","hair loss",1,5.70026541741457,4,4,2,10,4.70588235294118
"1519","seasonique","birth control",9,10,6,0,10,10,6
"1520","nuvaring","birth control",1,5.70026541741457,4,6.66666666666667,10,10,6.66666666666667
"1521","prilosec","acid reflux",9,0,8,5,8,5,3.84615384615385
"1522","retin-a","skin agind, sun damage",8,3.33333333333333,6,3.64974679448213,8,4.57034461482024,3.33333333333333
"1523","effexor","depression",1,5.70026541741457,2,0,2,4.57034461482024,0
"1524","adipex-p","weight",8,5,8,2,8,5,4.16666666666667
"1525","seasonique","birth control",2,10,4,6,10,5,6.25
"1526","cymbalta","depression",7,5.70026541741457,10,3.64974679448213,8,0,0
"1527","prempro","menopause",10,10,10,3.64974679448213,10,2,3.33333333333333
"1528","proloprim","acne",9,10,8,8,10,6.66666666666667,7.5
"1529","augmentin","earache/sinusitis",8,3.33333333333333,8,5,8,0,4.44444444444444
"1530","serzone","depression",3,6.66666666666667,4,0,4,0,4
"1531","humira","rheumatoid arthritis",9,5.70026541741457,8,0,10,0,0
"1532","accolate","capsuar contracture of breast implant",1,10,10,6.66666666666667,2,7.5,7.5
"1533","cardura","problems with my prostate",8,5,10,3.64974679448213,8,0,5
"1534","paxil-cr","depression",4,2,6,5.71428571428571,6,0,3.57142857142857
"1535","lumigan","o increase length and fullness of eyelashes",10,10,8,3.64974679448213,10,4.57034461482024,10
"1536","meridia","obesity",7,10,8,10,10,2.5,5
"1537","oxycodone","scoliosis",9,0,6,0,10,0,0
"1538","tetracycline","acne",5,3.33333333333333,6,5,8,4.57034461482024,4.28571428571429
"1539","lexapro","depression",8,3.33333333333333,10,3.64974679448213,8,0,3.33333333333333
"1540","elavil","insomnia",10,5.70026541741457,8,3.64974679448213,10,10,10
"1541","nuvaring","i kept getting pregnant. no more stairs.... please",3,10,2,2.85714285714286,10,4.57034461482024,3.75
"1542","paxil","anxiety",8,10,6,2.5,8,5,4
"1543","prozac","depression",7,5.70026541741457,8,0,8,10,3.33333333333333
"1544","retin-a-micro","wrinkles",10,3.33333333333333,8,3.64974679448213,10,3.33333333333333,3.75
"1545","crestor","high cholesterol",10,6.66666666666667,10,10,10,6.66666666666667,7.14285714285714
"1546","progesterone","severe stomach pains, dizziness",10,8.33333333333333,10,3.64974679448213,10,5,6.36363636363636
"1547","tazorac","facial acne",6,8.57142857142857,6,10,6,6.66666666666667,7.77777777777778
"1548","flonase","runny nose/ allergies",7,0,10,3.64974679448213,8,5,3.33333333333333
"1549","allegra","allergies",8,10,10,5,8,4,5.71428571428571
"1550","coreg","heart",10,5.70026541741457,10,3.64974679448213,10,0,0
"1551","biaxin","sinus infection",8,0,6,0,10,1.66666666666667,1.11111111111111
"1552","retin-a","acne",10,5.70026541741457,8,3.64974679448213,10,4.57034461482024,4.78977874926387
"1553","dapsone","dermatitis herpetiformis",8,0,6,5,10,4.57034461482024,2.5
"1554","armour-thyroid","thyroid goiter",8,5.70026541741457,6,3.33333333333333,8,5,4.28571428571429
"1555","renova","aging skin, few break-outs, hyperpigmentation",10,5,10,3.64974679448213,8,4.57034461482024,5
"1556","lamisil","athletes foot",10,10,10,5,10,5,6
"1557","wellbutrin","depression",8,10,8,2.85714285714286,8,3.33333333333333,3.63636363636364
"1558","nuvaring","acne and birth control",7,10,8,0,8,5,3.33333333333333
"1559","augmentin","klebsiella pneumonia infection",6,0,8,4,10,0,2.85714285714286
"1560","oxycodone","chronic pain from degenerative lumbar disc disease",9,4.28571428571429,8,5,10,5,5
"1561","cymbalta","fibromyalgia",8,8,8,8.33333333333333,8,8,7.14285714285714
"1562","ativan","sleep disorder/anxiety",9,5.70026541741457,10,3.64974679448213,8,6.66666666666667,6.66666666666667
"1563","adderall","depression",5,0,6,0,8,10,2.85714285714286
"1564","prednisolone","r/a",1,5.70026541741457,4,1.42857142857143,10,0,1.42857142857143
"1565","cyproheptadine","allergy, runny nose, hay fever",3,3.33333333333333,4,0,8,4.57034461482024,2
"1566","maxalt","migraine",9,5.70026541741457,10,10,10,0,5
"1567","cipro","prostate procedure",1,5.70026541741457,2,4,2,4.57034461482024,4
"1568","cozaar","high blood pressure",10,5.70026541741457,10,3.64974679448213,10,0,0
"1569","ritalin","adult add",10,5,8,10,10,10,6.15384615384615
"1570","lunesta","insomnia",10,10,10,5,10,7.5,7.14285714285714
"1571","trazodone","problem staying asleep",10,5.70026541741457,8,3.64974679448213,10,0,0
"1572","zofran","nausea",5,1.66666666666667,8,0,10,2.5,2.22222222222222
"1573","ambien","insomnia",7,0,8,10,6,4.57034461482024,3.33333333333333
"1574","lexapro","depression and anxiety",8,10,8,10,8,4,5.71428571428571
"1575","lamictal","bipolar ii",8,0,8,3.64974679448213,8,10,3.33333333333333
"1576","aromasin","breast cancer",9,5,10,3.64974679448213,8,0,3.33333333333333
"1577","elidel","eczema",6,4,10,3.64974679448213,6,4.57034461482024,4
"1578","oxycodone","pain",6,5,6,2,8,0,2.85714285714286
"1579","diflucan","yeast infection",3,10,6,4.28571428571429,6,0,5
"1580","flexeril","back pain",7,5.71428571428571,6,5,8,4.28571428571429,5.33333333333333
"1581","paxil","depression and anxiety.",8,5.70026541741457,6,6.36363636363636,10,7.5,6.66666666666667
"1582","zoloft","depression/anxiety",7,0,6,6.66666666666667,10,0,4
"1583","albuterol","asthma",9,8,8,3.64974679448213,10,6,7.5
"1584","chantix","qit smoking",10,0,10,3.64974679448213,10,0,0
"1585","methadone","opiod addiction",6,4.44444444444444,8,0,10,0,3.33333333333333
"1586","prednisone","cornea transplant rejection",2,5.70026541741457,2,0,10,4.57034461482024,0
"1587","vyvanse","inattention  and disorganization",9,10,10,0,10,6.25,6
"1588","propecia","thinning hair",1,4,2,0,4,4.57034461482024,2.85714285714286
"1589","neurontin","low back pain, radiating to left leg",6,7.77777777777778,8,0,6,7.14285714285714,7.5
"1590","benicar","hypertension/high blood pressure",8,0,8,3.33333333333333,6,3.33333333333333,4
"1591","paxil","depression/anxiety/ptsd",3,5.70026541741457,4,0,6,0,0
"1592","glucophage","elevated glucose",8,0,8,0,8,4.57034461482024,0
"1593","lamotrigine","bipolar disorder",9,5.70026541741457,8,5,10,6.25,6
"1594","toradol","pain after dental surgery",8,5.70026541741457,6,3.64974679448213,8,0,0
"1595","lexapro","depression",2,6.66666666666667,6,5,8,4.57034461482024,5.71428571428571
"1596","lidex","dermatitis",7,3.33333333333333,10,0,8,3.33333333333333,2.5
"1597","paxil","panic attack and anxiety",4,6,6,0,8,5,5
"1598","retin-a","acne",8,10,6,6.66666666666667,10,5.55555555555556,6.36363636363636
"1599","nexium","acid reflux",10,2,10,3.64974679448213,10,0,1.66666666666667
"1600","effexor-xr","major depression",9,2,10,3.64974679448213,10,0,1.66666666666667
"1601","prevacid","indigestion",1,2.5,2,0,2,5,2.22222222222222
"1602","synthroid","hypthyroidsim",10,10,10,0,8,5,4.28571428571429
"1603","retin-a","adult acne",8,0,8,5,6,6.66666666666667,5
"1604","pristiq","migraine headaches",7,0,6,0,10,4.57034461482024,0
"1605","duac","skin probles - acne, balckheads",3,5,10,0,2,0,1.66666666666667
"1606","diclofenac","pinched nerve from bulging disc & disseminated pai",6,4,6,5,10,3.33333333333333,4.44444444444444
"1607","seroquel","bipolar/raciness/insomnia",8,0,6,0,8,4.57034461482024,0
"1608","levoxyl","hypothyroidism",8,5.70026541741457,6,3.64974679448213,8,5,5
"1609","valtrex","herpes",10,10,8,3.33333333333333,10,6.66666666666667,5.71428571428571
"1610","klonopin","anxiety",7,5,6,6.66666666666667,6,5,5.71428571428571
"1611","concerta","addh",8,10,6,7.5,10,10,8
"1612","estratest","menopausal symptoms",10,6.66666666666667,8,8.33333333333333,10,10,8
"1613","vicodin","pain from broken arm",7,2,6,2.72727272727273,10,0,2.66666666666667
"1614","mobic","arthritis",9,5.70026541741457,10,5,8,6.66666666666667,6
"1615","keppra","simple partial seizure",10,10,8,4,10,6.66666666666667,6
"1616","lipitor","high blood pressure",7,6.25,8,10,10,4.44444444444444,5.29411764705882
"1617","minoxidil","hair loss",9,5,8,5,10,10,6.66666666666667
"1618","lamotrigine","major depression",7,10,6,4,10,7.14285714285714,6.66666666666667
"1619","citalopram","depression",9,5.70026541741457,8,0,8,6,5
"1620","motrin","back stiffness",10,0,10,3.64974679448213,10,2.85714285714286,2.85714285714286
"1621","renova","wrinkles",6,5.70026541741457,8,10,4,10,10
"1622","yasmin","birth control",1,5,2,4,8,10,4.07407407407407
"1623","armour-thyroid","hypothyriodism--hashimoto's thyroiditis",10,5.55555555555556,10,3.64974679448213,10,3.33333333333333,5
"1624","paxil","depression",10,3.33333333333333,10,3.64974679448213,10,6,5
"1625","flonase","seasonal allergies",9,5.70026541741457,8,3.64974679448213,10,4.57034461482024,4.78977874926387
"1626","wellbutrin-xl","depression",10,7.5,10,10,10,10,8.57142857142857
"1627","lamotrigine","borderline personality disorder, bi polar",3,4.28571428571429,4,1.42857142857143,4,10,4
"1628","spironolactone","pcos",8,5.70026541741457,8,5,10,4.57034461482024,5
"1629","norvasc","blood pressure",10,5,10,3.64974679448213,10,6.66666666666667,6
"1630","imitrex","migraine headaches",10,2.5,10,10,10,5,5
"1631","biaxin","sinus infection with smelly nasal discharge",10,2.85714285714286,8,5,10,0,3.63636363636364
"1632","seroquel","anxiety/mild ptsd",8,6.66666666666667,6,10,8,7.5,7.5
"1633","benzaclin","acne",8,0,6,3.64974679448213,8,10,5
"1634","xanax","tension and anxiety",10,3.33333333333333,10,3.64974679448213,10,10,5
"1635","byetta","diabetes type ii",8,6,8,5,8,10,7
"1636","diclofenac","illiotibital tibital syndrom",7,6.66666666666667,8,3.64974679448213,8,0,4
"1637","zomig","cluster headache",8,5,6,5,8,7.5,7.14285714285714
"1638","doxycycline","gonorrhea",9,10,10,10,10,6.66666666666667,7.5
"1639","prinivil","high blood pressure",10,6,10,0,10,6.66666666666667,5.55555555555556
"1640","ambien","insomnia",10,4.28571428571429,8,0,10,0,3.33333333333333
"1641","nuvaring","contraception",8,10,10,6,10,3.33333333333333,6.25
"1642","lexapro","depression/anxiety",7,8,6,5.71428571428571,8,3.33333333333333,5.33333333333333
"1643","diovan","high blood pressure",8,0,6,5,8,0,3.84615384615385
"1644","proquin-xr","chest infections",5,5,6,3.33333333333333,6,0,3.33333333333333
"1645","cozaar","blood pressure",9,0,10,3.64974679448213,10,0,0
"1646","protonix","sore throat/dryness",9,10,8,0,10,10,7.5
"1647","omnicef","sinusitis",2,5,4,0,10,0,1.42857142857143
"1648","neurontin","insomnia due to peri-menopause",8,5,10,3.64974679448213,8,10,7.14285714285714
"1649","adipex-p","weightloss",10,8.33333333333333,2,6.66666666666667,10,7.14285714285714,7.85714285714286
"1650","plavix","r.a.",10,10,10,3.64974679448213,8,2.5,5
"1651","nexium","burning feeling in throat and chest",5,4.44444444444444,4,5,8,0,4
"1652","clindamycin","staph infection",7,5.70026541741457,6,2.85714285714286,8,5,2.85714285714286
"1653","tramadol","lower back pain and migraine",5,10,8,5,8,0,5
"1654","differin","acne",10,5.70026541741457,10,5,8,4.57034461482024,5
"1655","augmentin","sinus infection",1,5.70026541741457,4,0,2,0,0
"1656","penlac","toe nail fungus",1,2.5,10,3.33333333333333,2,6,4.54545454545454
"1657","hydrocodone-and-acetaminophen","cervical spondylosis",9,5,8,0,8,3.75,3.75
"1658","hyzaar","high blood pressure",7,8,6,0,8,5,7.14285714285714
"1659","minocycline","severe acne",8,2.5,8,3.64974679448213,8,0,2.5
"1660","premarin","post menapause symptoms",10,5.70026541741457,10,3.64974679448213,10,6.66666666666667,6.66666666666667
"1661","lipitor","high cholesterol",8,10,10,3.64974679448213,8,3.33333333333333,5
"1662","propranolol","performance anxiety / social anxiety",9,2,8,0,10,0,1.42857142857143
"1663","aciphex","acid reflux",10,5.70026541741457,10,10,10,2.5,4
"1664","cymbalta","depression",9,5.70026541741457,8,1.66666666666667,10,2.85714285714286,1.81818181818182
"1665","claritin","seasonal allergies",9,10,10,5,10,4.57034461482024,6
"1666","avelox","sinus infection",1,5.70026541741457,2,2,2,4.57034461482024,2
"1667","doryx","acne",8,0,8,0,10,6.66666666666667,5
"1668","neurontin","nerve condition, burning in legs and aching feet",7,1.66666666666667,6,0,8,4.57034461482024,1.11111111111111
"1669","doryx","acne",6,5.70026541741457,8,0,6,4.57034461482024,0
"1670","fosamax","early onset osteoporosis",1,6.66666666666667,4,4.28571428571429,2,10,5
"1671","ventolin-hfa","asthma",10,0,10,3.64974679448213,10,7.14285714285714,6.25
"1672","topamax","severe headaches",1,5.70026541741457,2,4,8,4.57034461482024,4
"1673","prilosec","gerd",4,6,10,3.64974679448213,6,0,6
"1674","neurontin","neuropathic pain from botched surgery",3,4.54545454545454,2,0,4,0,2.17391304347826
"1675","nasacort","perenniel rhinitis",9,0,10,3.64974679448213,10,4.57034461482024,0
"1676","erythra-derm","acne",10,5,10,10,10,0,6.66666666666667
"1677","bisoprolol","palpitations",10,5.70026541741457,10,3.64974679448213,10,6.66666666666667,6.66666666666667
"1678","tri-luma","hyperpigmentation all over face",4,10,8,3.64974679448213,2,4.57034461482024,10
"1679","doryx","acne",1,0,6,0,2,4.57034461482024,0
"1680","accutane","acne",8,6,6,2.5,10,0,4.44444444444444
"1681","lamictal","bipolar depression",10,5.70026541741457,10,3.64974679448213,10,0,0
"1682","seasonique","birth control",1,3.33333333333333,2,4.28571428571429,2,4.44444444444444,4.16666666666667
"1683","differin","acne",6,0,10,3.64974679448213,4,5.71428571428571,5.71428571428571
"1684","diazepam","depression",3,5.70026541741457,6,3.33333333333333,4,3.75,4.44444444444444
"1685","imitrex","migraine",10,5.70026541741457,10,3.64974679448213,10,5.71428571428571,5.71428571428571
"1686","diclofenac","illiotibital tibital syndrom",7,6.66666666666667,8,3.64974679448213,8,0,4
"1687","nuvaring","birth control",1,0,2,3.33333333333333,10,4.57034461482024,2.85714285714286
"1688","retin-a","acne",2,10,8,0,4,4.57034461482024,5
"1689","asacol","ulcerative cholitis",7,4,10,0,10,10,5.83333333333333
"1690","effexor","depression and anxiety",8,3,6,5,10,6.66666666666667,4
"1691","minocycline","acne",6,2.5,6,10,6,0,4
"1692","spironolactone","acne",9,3.75,8,0,10,0,2.72727272727273
"1693","lexapro","anxiety, depression",7,6,6,7.5,8,6,6.66666666666667
"1694","sarafem","depression",4,3.33333333333333,6,10,4,8.33333333333333,7.5
"1695","nuvigil","originally sleep apnea",10,5.71428571428571,10,3.64974679448213,10,5,6.25
"1696","lamotrigine","depression/anxiety",2,2.5,2,5,6,3.33333333333333,4.44444444444444
"1697","lamictal","bipolar depression",3,0,4,2.5,6,2.5,2.5
"1698","tramadol","severe pain",1,5,4,0,6,0,2.5
"1699","xanax","panic attacks",10,3.33333333333333,8,6.66666666666667,10,4,4
"1700","metrogel","rosacea",8,10,10,5,8,10,8
"1701","inderal","essential tremor",9,5,10,2.5,8,2.5,4.16666666666667
"1702","plavix","strokes",7,5,6,0,10,4.57034461482024,4.28571428571429
"1703","augmentin","ear infection",1,4,4,1.11111111111111,2,0,3.46153846153846
"1704","ultram","rheumatoid arthritis",10,2.5,8,0,10,6.66666666666667,3.75
"1705","naproxen","juvenile idiopathic arthritis",3,10,6,3.33333333333333,2,6.25,6
"1706","metformin","none",8,5.70026541741457,8,3.64974679448213,8,6.15384615384615,6.15384615384615
"1707","sulfasalazine","ulcerative colitis",10,0,10,3.33333333333333,10,5.55555555555556,4.61538461538462
"1708","protonix","gastrointestinal disorder",1,5.70026541741457,2,3.33333333333333,2,4.57034461482024,3.33333333333333
"1709","tamiflu","family flu outbreak",10,10,10,3.64974679448213,10,2.5,4
"1710","celebrex","arthritis pain",1,4,2,0,8,7.5,5
"1711","yasmin","birth control",8,10,10,0,10,5,5
"1712","hyoscyamine","irritable bowel syndrome",9,5.71428571428571,10,0,8,5,5
"1713","sarafem","depression",10,5,10,3.33333333333333,10,5,4.28571428571429
"1714","lexapro","depression",6,10,10,5,4,5,6.66666666666667
"1715","ortho-tri-cyclen","contraceptive",9,6.66666666666667,8,10,10,5,8
"1716","accutane","acne",6,10,6,3.64974679448213,10,5,6.66666666666667
"1717","propecia","male pattern hair loss",9,0,8,5,10,10,5
"1718","flexeril","sever muscle spasms lower back",8,0,4,2.5,10,0,1.66666666666667
"1719","tri-luma","facial hyperpigmentation",5,10,6,0,6,4.57034461482024,3.33333333333333
"1720","imitrex","migraine",5,2.5,6,1.66666666666667,10,5.71428571428571,4
"1721","botox","wrinkles, furrows",8,5,8,2.5,10,5,2.85714285714286
"1722","zomig","migraine",10,10,8,0,10,4.57034461482024,5
"1723","emsam","depression",9,3.33333333333333,10,0,8,0,2
"1724","vyvanse","adhd",10,5,10,3.64974679448213,10,10,6.47058823529412
"1725","flexeril","migaine/tension headches",8,7.5,8,0,8,6,6
"1726","anafranil","ocd",9,5,8,0,8,0,3.33333333333333
"1727","ambien","not sleeping",1,5.70026541741457,4,0,2,0,0
"1728","alprazolam","panic disorder",10,5,10,3.64974679448213,10,1.66666666666667,4.70588235294118
"1729","vivelle-dot","hormone replacement",10,6,10,10,10,5,6.15384615384615
"1730","climara","menopausal",10,5,8,2.5,10,5,5.45454545454545
"1731","botox","facial lines",9,5.70026541741457,8,3.64974679448213,10,6.66666666666667,6.66666666666667
"1732","neurontin","depression",8,0,6,5,8,5,5
"1733","evista","atypical breast biopsy",9,5.70026541741457,4,3.33333333333333,6,2.85714285714286,3
"1734","chantix","smoking ceasation",8,10,6,5,8,3.33333333333333,5
"1735","femhrt","menopause",5,10,6,3.64974679448213,6,4.57034461482024,10
"1736","requip","restless leg syndrome",8,5.71428571428571,10,6.66666666666667,8,5,5.45454545454545
"1737","prozac","anxiety",8,10,8,5,8,1.66666666666667,3.33333333333333
"1738","zoloft","post partum anxiety/ depression",5,5,6,0,10,3.33333333333333,4
"1739","ultram","fibromyalgia",10,0,10,0,10,5,3.33333333333333
"1740","xanax","anxiety",10,0,8,5,10,6.66666666666667,5
"1741","claritin","allergies",5,5.70026541741457,8,3.64974679448213,6,4.57034461482024,4.78977874926387
"1742","benadryl","allergic reaction",7,0,4,4,8,5,3.75
"1743","skelaxin","neck & arm muscle spasms",7,4,8,0,8,10,3.75
"1744","differin","redness",8,6.66666666666667,6,10,8,5,6
"1745","zoloft","pmd",9,5,8,2.5,6,0,2.5
"1746","restoril","insomnia",8,5,10,3.33333333333333,6,2.5,4.16666666666667
"1747","diflucan","candida caused yeast infection",3,8,10,3.64974679448213,4,5,7.14285714285714
"1748","neurontin","chronic pain",10,0,6,5,10,3.33333333333333,4.28571428571429
"1749","adderall-xr","adhd",9,10,8,7.5,8,10,8.75
"1750","retin-a","acne",3,3.33333333333333,6,0,4,4.57034461482024,2.5
"1751","zofran","nausea",10,4,10,3.64974679448213,10,5,5
"1752","paxil","anxiety",10,10,8,0,8,6.66666666666667,6.66666666666667
"1753","meridia","weight loss",8,10,8,2.5,10,6.66666666666667,6.66666666666667
"1754","acyclovir","shingles",10,10,10,3.64974679448213,8,4.57034461482024,10
"1755","abilify","depression/anxiety",10,6.66666666666667,10,3.64974679448213,10,10,7.5
"1756","minocycline","acne",3,0,10,3.64974679448213,4,4.57034461482024,0
"1757","omnicef","strep throat",1,0,2,3.64974679448213,2,0,0
"1758","remeron","ibs/anxiety",8,4,8,0,10,3.63636363636364,3.80952380952381
"1759","prozac","depression",9,5.70026541741457,8,3.64974679448213,10,10,10
"1760","prinivil","hypertension",9,5.70026541741457,8,5,10,3.33333333333333,4
"1761","nexium","acute peptic ulcer",8,2.5,10,3.64974679448213,8,5,3.33333333333333
"1762","elidel","rashes",8,3.33333333333333,10,3.64974679448213,8,4,4.28571428571429
"1763","omnicef","strep throat",2,10,4,7.14285714285714,8,4.57034461482024,7.5
"1764","proair-hfa","asthma flares",8,5.70026541741457,10,10,8,10,10
"1765","flexeril","muscle spasms",8,6,6,1.66666666666667,10,8,5.38461538461538
"1766","differin","acne",7,6.66666666666667,8,6.66666666666667,8,10,7.77777777777778
"1767","prevacid","acid reflux",5,5,6,5,8,0,5
"1768","vyvanse","add",8,5,4,0,10,5,5
"1769","effexor-xr","depression/anxiety",9,6,8,10,10,10,7.14285714285714
"1770","wellbutrin-xl","depression",8,5,8,0,6,0,2
"1771","coreg","heart",6,7.5,6,10,8,4.57034461482024,8
"1772","nexium","heart burn",8,3.33333333333333,10,3.64974679448213,8,2.5,4
"1773","kenalog","acne",2,8,6,2.5,2,2.5,4.61538461538462
"1774","zithromax","bronchitis",1,5,10,3.64974679448213,2,5,5
"1775","adderall","attention deficit disorder",9,5.70026541741457,6,3.33333333333333,8,10,6
"1776","niaspan","high lpa",8,5.70026541741457,6,10,10,5,8
"1777","protonix","gerd",7,7.5,8,0,6,1.66666666666667,3.63636363636364
"1778","elavil","migraines",10,0,8,4,10,5,4.28571428571429
"1779","metformin","diabetes",7,5.70026541741457,10,3.64974679448213,8,10,10
"1780","tramadol","collar bone injury",8,5.70026541741457,6,0,8,0,0
"1781","premarin","hrt",10,0,10,10,10,5,6.66666666666667
"1782","strattera","adhd",1,5.70026541741457,2,5.55555555555556,2,4.57034461482024,5.55555555555556
"1783","effexor","depression",5,5.70026541741457,6,0,6,10,2.5
"1784","tramadol","post-surgical pain",10,3.33333333333333,8,6.66666666666667,10,0,6
"1785","retin-a","aging skin",7,5.70026541741457,6,10,8,7.5,8
"1786","retin-a","sun damage to skin",8,6.66666666666667,8,4,8,8,6.25
"1787","citalopram","insomnia",9,5,8,0,10,6.25,5
"1788","symbicort","asthma",1,0,2,5.71428571428571,6,4.57034461482024,5.71428571428571
"1789","climara","complete hysterectomy",8,2.5,8,0,10,4.57034461482024,2.5
"1790","alprazolam","tinnitus",8,5,8,2.5,6,5,4.28571428571429
"1791","fluconazole","rash",8,5.70026541741457,8,0,6,0,0
"1792","evista","osteoporosis",3,10,6,7.14285714285714,2,4.57034461482024,7.5
"1793","seroquel","schizo-affective disorder",10,0,8,6,10,6.66666666666667,5.55555555555556
"1794","lorazepam","anxiety",5,5.70026541741457,6,6.66666666666667,10,2.5,4.28571428571429
"1795","retin-a","acne",10,7.5,4,5,10,5,5.71428571428571
"1796","flagyl","tooth abscess",5,4.16666666666667,6,2,8,0,3.57142857142857
"1797","plavix","replacement of femoral vein in leg",7,3.33333333333333,10,10,8,4.57034461482024,4.28571428571429
"1798","percocet","pain/headaches",6,6.66666666666667,6,0,8,5,4
"1799","clonazepam","anxiety/insomnia/",4,10,6,10,10,6.66666666666667,8.33333333333333
"1800","ribavirin","hepatitis c",10,0,4,0,10,4.57034461482024,0
"1801","lexapro","depression",1,10,2,4,2,6,6.15384615384615
"1802","humira","ankylosing spondylitis",10,7.5,10,3.64974679448213,10,5,8
"1803","wellbutrin","depression",9,5.70026541741457,8,4.44444444444444,8,4.61538461538462,5.33333333333333
"1804","lyrica","fibromyalgia",3,5.70026541741457,4,0,2,0,0
"1805","avita","acne",7,10,8,5,8,0,6
"1806","buspar","anxiety",7,5.70026541741457,10,3.64974679448213,6,4,4
"1807","wellbutrin-xl","depression",9,10,8,5,10,0,5.71428571428571
"1808","retin-a-micro","acne",8,0,8,0,8,7.5,5
"1809","restasis","dry eyes",10,5,8,0,10,3.33333333333333,3.33333333333333
"1810","prempro","menopausal symptoms",2,5.45454545454545,2,6.66666666666667,4,4.57034461482024,6
"1811","vicodin","cesarean",10,6.66666666666667,10,5,10,5,6.25
"1812","lipitor","high cholesterol",10,5,10,0,10,10,5
"1813","chantix","quit smoking",2,1.81818181818182,2,2.5,8,4.57034461482024,1.81818181818182
"1814","cipro","uti",1,4,4,1.25,2,4.57034461482024,2.77777777777778
"1815","prometrium","menopausal symptoms",9,10,10,3.64974679448213,8,10,10
"1816","lorazepam","insomnia, anxiety",10,5,10,10,10,1.42857142857143,3
"1817","asacol","crohns disease",6,0,10,3.64974679448213,8,0,0
"1818","zoloft","depression",7,6.36363636363636,6,4.34782608695652,10,5.625,5
"1819","provera","endometrial hyperplasia",7,2.85714285714286,6,5,8,0,3.33333333333333
"1820","propecia","hair loss",1,10,2,2.85714285714286,8,4.57034461482024,3.18181818181818
"1821","remicade","psoriatic arthritis",10,0,10,3.64974679448213,10,3.33333333333333,2.5
"1822","maxalt","migraine",10,5.70026541741457,8,0,10,4.57034461482024,0
"1823","singulair","asthma",9,10,10,5,8,10,7.5
"1824","lumigan","eyelash growth",4,6,6,6.66666666666667,8,5,6
"1825","retin-a","acne, anti-aging",8,5.71428571428571,8,6,8,4.57034461482024,6.25
"1826","claritin","indoor allergies",9,5.70026541741457,6,0,8,4.76190476190476,4.76190476190476
"1827","avita","aging wrinkles",6,5.71428571428571,8,5,6,4.57034461482024,5
"1828","provera","heavy menses",5,8,6,5,8,6.66666666666667,7
"1829","citalopram","depression/anxiety",2,2,4,0,4,4.57034461482024,1.42857142857143
"1830","wellbutrin","depression",8,10,6,0,8,4.44444444444444,4.54545454545454
"1831","yasmin","contraception",5,0,4,0,10,3.33333333333333,2.22222222222222
"1832","innofem","cold chills and hot flashes",10,5.70026541741457,10,0,10,6.66666666666667,5
"1833","adipex-p","obesity",7,5,4,0,6,10,4
"1834","mirtazapine","chronic insomnia",9,10,6,5,10,5,6
"1835","mobic","arthritis",10,10,10,0,10,3.33333333333333,5
"1836","nuvaring","pregnancy prevention",5,10,6,5,8,10,7.5
"1837","toprol-xl","high blood pressure and",7,3.33333333333333,10,3.64974679448213,6,0,2.85714285714286
"1838","locoid-lipocream","nummular eczema",3,5.70026541741457,10,10,2,7.5,8.33333333333333
"1839","concerta","adhd",8,6.66666666666667,8,10,10,6,6.42857142857143
"1840","mobic","arthritis pain",8,10,8,0,8,4.28571428571429,3.75
"1841","zyban","smoking cessation",10,5.55555555555556,8,0,10,3.33333333333333,4.61538461538462
"1842","nuvaring","birth control",7,10,6,5,10,6.66666666666667,6.66666666666667
"1843","prednisolone","sle (lupus), rheumatoid arthritis",10,5.70026541741457,8,6.66666666666667,10,0,5
"1844","actonel","osteoporosis",10,10,10,3.64974679448213,8,5,7.5
"1845","propecia","male pattern baldness",7,10,8,6.66666666666667,8,8.75,8.33333333333333
"1846","levora","birth control pill",10,10,8,3.64974679448213,10,6.66666666666667,7.14285714285714
"1847","citalopram","depression",7,10,4,5,6,3.33333333333333,4.66666666666667
"1848","metoprolol","tachacarrdia  rapid heartbeat",9,5.70026541741457,10,7.5,10,3.33333333333333,5.71428571428571
"1849","lotronex","irritable bowel syndrom",9,5.70026541741457,10,0,8,5,4
"1850","effexor-xr","depression",1,2,4,1.66666666666667,2,4.57034461482024,1.81818181818182
